mol,Name,MW,pubnum,pub1,id1,pubname1,value1,error1,dimension1,process,te53p,pH,status1,purity1,conv,final,dimension3,error,comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,
n1cc(ccc1)C,3-methylpyridine,93.13,Article,"[Levy, 2002 #277]",,Table 4,-4.77,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)c1cc(ccc1)O,3-nitrophenol,139.11,Article,"[Levy, 2002 #277]",,Table 4,-9.63,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC(CC)CC,3-pentanol,88.15,Article,"[Levy, 2002 #277]",,Table 4,-4.35,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(CC)CC,3-pentanone,86.13,Article,"[Levy, 2002 #277]",,Table 4,-3.41,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Oc1ccc(cc1)C(C)(C)C,"4-(1,1-dimethylethyl)phenol",150.22,Article,"[Levy, 2002 #277]",,Table 4,-5.92,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(CCC)CCC,4-heptanone,114.19,Article,"[Levy, 2002 #277]",,Table 4,-2.93,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Oc1ccc(cc1)C=O,4-hydroxybenzaldehyde,122.12,Article,"[Levy, 2002 #277]",,Table 4,-10.48,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Oc1ccc(cc1)C#N,4-Hydroxybenzonitrile ,119.12,Article,"[Levy, 2002 #277]",,Table 4,-10.17,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC(CC(C)C)C,4-methyl-2-pentanol,102.18,Article,"[Levy, 2002 #277]",,Table 4,-3.74,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(CC(C)C)C,4-methyl-2-pentanone,100.16,Article,"[Levy, 2002 #277]",,Table 4,-3.06,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CN1CCOCC1,4-methylmorpholine,101.15,Article,"[Levy, 2002 #277]",,Table 4,-6.34,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Oc1ccc(cc1)C,4-methylphenol,108.14,Article,"[Levy, 2002 #277]",,Table 4,-6.14,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)c1ccc(cc1)O,4-nitrophenol,139.11,Article,"[Levy, 2002 #277]",,Table 4,-10.65,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1c2c(-c3c1cccc3)cccc2,9H-fluorene,166.22,Article,"[Levy, 2002 #277]",,Table 4,-3.44,1.93,kCal/mol,DGS,25,,measured,*,,,,,* transfer from vapor to water,,,,
C1=Cc2c3c1cccc3ccc2,acenaphthylene,152.2,Article,"[Levy, 2002 #277]",,Table 4,-3.15,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=CC,acetaldehyde,44.05,Article,"[Levy, 2002 #277]",,Table 4,-3.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(N)C,acetamide,59.07,Article,"[Levy, 2002 #277]",,Table 4,-9.71,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC(=O)C,acetic acid,60.05,Article,"[Levy, 2002 #277]",,Table 4,-6.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(C)C,acetone,58.08,Article,"[Levy, 2002 #277]",,Table 4,-3.85,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N#CC,acetonitrile,41.05,Article,"[Levy, 2002 #277]",,Table 4,-3.89,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(C)c1ccccc1,acetophenone,120.15,Article,"[Levy, 2002 #277]",,Table 4,-4.58,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N,Ammonia,17.03,Article,"[Levy, 2002 #277]",,Table 4,-4.31,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Nc1ccccc1,aniline,93.13,Article,"[Levy, 2002 #277]",,Table 4,-4.9,1.93,kCal/mol,DGS,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = M(aq) >> M(gas) at 300K / 27dC",,,,
O(C)c1ccccc1,anisole,108.14,Article,"[Levy, 2002 #277]",,Table 4,-1.04,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c12c(cc3c(c1)cccc3)cccc2,Anthracene,178.23,Article,"[Levy, 2002 #277]",,Table 4,-4.23,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N1CCC1,azetidine,57.1,Article,"[Levy, 2002 #277]",,Table 4,-5.56,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N1CC1,aziridine,43.07,Article,"[Levy, 2002 #277]",,Table 4,-5.42,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1(ccccc1)C=O,benzaldehyde,106.12,Article,"[Levy, 2002 #277]",,Table 4,-4.02,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1,benzene,78.11,Article,"[Levy, 2002 #277]",,Table 4,-0.87,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Sc1ccccc1,benzenethiol,110.18,Article,"[Levy, 2002 #277]",,Table 4,-2.55,1.93,kCal/mol,DGS,25,,measured,,,,,,,,,,
c1ccccc1-c1ccccc1,biphenyl,154.21,Article,"[Levy, 2002 #277]",,Table 4,-2.64,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=CCCC,butanal,72.11,Article,"[Levy, 2002 #277]",,Table 4,-3.18,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCCC,butane,58.12,Article,"[Levy, 2002 #277]",,Table 4,2.08,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N#CCCC,Butanenitrile,69.11,Article,"[Levy, 2002 #277]",,Table 4,-3.64,1.93,kCal/mol,DGS,25,,measured,,,,,,,,,,
OC(=O)CCC,Butanoic acid,88.11,Article,"[Levy, 2002 #277]",,Table 4,-6.36,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=CC#C,butenyne,52.08,Article,"[Levy, 2002 #277]",,Table 4,0.04,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
NCCCC,butylamine,73.14,Article,"[Levy, 2002 #277]",,Table 4,-4.29,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1CCCCC1,cyclohexane,84.16,Article,"[Levy, 2002 #277]",,Table 4,1.23,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC1CCCCC1,cyclohexanol,100.16,Article,"[Levy, 2002 #277]",,Table 4,-5.48,1.93,kCal/mol,DGS,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = M(aq) >> M(gas) at 300K / 27dC",,,,
C1CCCC1,cyclopentane,70.14,Article,"[Levy, 2002 #277]",,Table 4,1.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC1CCCC1,cyclopentanol,86.13,Article,"[Levy, 2002 #277]",,Table 4,-5.49,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1CC=CC1,cyclopentene,68.12,Article,"[Levy, 2002 #277]",,Table 4,0.56,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1CC1,cyclopropane,42.08,Article,"[Levy, 2002 #277]",,Table 4,0.75,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(CCCC)CCCC,dibutyl ether,130.23,Article,"[Levy, 2002 #277]",,Table 4,-0.83,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(CCCC)CCCC,Dibutylamine,129.25,Article,"[Levy, 2002 #277]",,Table 4,-3.33,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(CC)CC,diethyl ether,74.12,Article,"[Levy, 2002 #277]",,Table 4,-1.63,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
S(CC)CC,diethyl sulfide,90.19,Article,"[Levy, 2002 #277]",,Table 4,-1.43,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(CC)CC,diethylamine,73.14,Article,"[Levy, 2002 #277]",,Table 4,-4.07,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(C)C)C(C)C,diisopropyl ether,102.18,Article,"[Levy, 2002 #277]",,Table 4,-0.53,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CSC,dimethyl sulfide,62.14,Article,"[Levy, 2002 #277]",,Table 4,-1.54,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CNC,dimethylamine,45.08,Article,"[Levy, 2002 #277]",,Table 4,-4.29,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(CCC)CCC,dipropylamine,101.19,Article,"[Levy, 2002 #277]",,Table 4,-3.66,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CC,ethane,30.07,Article,"[Levy, 2002 #277]",,Table 4,1.83,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
SCC,ethanethiol,62.14,Article,"[Levy, 2002 #277]",,Table 4,-1.3,1.93,kCal/mol,DGS,25,,cited,,,,,,,,0.055184305,,
OCC,ethanol,46.07,Article,"[Levy, 2002 #277]",,Table 4,-5.01,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=C,ethene,28.05,Article,"[Levy, 2002 #277]",,Table 4,1.27,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)C)CC,ethyl acetate,88.11,Article,"[Levy, 2002 #277]",,Table 4,-3.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CCC)CC,ethyl butanoate,116.16,Article,"[Levy, 2002 #277]",,Table 4,-2.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(CC)C=O,ethyl formate,74.08,Article,"[Levy, 2002 #277]",,Table 4,-2.65,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CCCC)CC,ethyl pentanoate,130.19,Article,"[Levy, 2002 #277]",,Table 4,-2.52,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CC)CC,ethyl propanoate,102.13,Article,"[Levy, 2002 #277]",,Table 4,-2.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
NCC,ethylamine,45.08,Article,"[Levy, 2002 #277]",,Table 4,-4.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1CC,ethylbenzene,106.17,Article,"[Levy, 2002 #277]",,Table 4,-0.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C#C,ethyne,26.04,Article,"[Levy, 2002 #277]",,Table 4,-0.01,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCCCCCC,heptane,100.2,Article,"[Levy, 2002 #277]",,Table 4,2.62,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=CCCCCC,hexanal,100.16,Article,"[Levy, 2002 #277]",,Table 4,-2.81,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCCCCC,hexane,86.18,Article,"[Levy, 2002 #277]",,Table 4,2.49,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C,methane,16.04,Article,"[Levy, 2002 #277]",,Table 4,1.91,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,1.93
SC,methanethiol,48.11,Article,"[Levy, 2002 #277]",,Table 4,-1.24,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC,methanol,32.04,Article,"[Levy, 2002 #277]",,Table 4,-5.11,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
COC,methoxymethane,46.07,Article,"[Levy, 2002 #277]",,Table 4,-1.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)C)C,methyl acetate,74.08,Article,"[Levy, 2002 #277]",,Table 4,-3.32,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)c1ccccc1)C,methyl benzoate,136.15,Article,"[Levy, 2002 #277]",,Table 4,-4.28,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CCC)C,Methyl butanoate,102.13,Article,"[Levy, 2002 #277]",,Table 4,-2.83,1.93,kCal/mol,DGS,25,,cited,,,,,,Fenthion,,,,
COC(=O)CCCC,methyl pentanoate,116.16,Article,"[Levy, 2002 #277]",,Table 4,-2.57,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CC)C,Methyl propanoate,88.11,Article,"[Levy, 2002 #277]",,Table 4,-2.93,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
NC,methylamine,31.06,Article,"[Levy, 2002 #277]",,Table 4,-4.56,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1CCCCC1C,methylcyclohexane,98.19,Article,"[Levy, 2002 #277]",,Table 4,1.71,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1CCCC1C,methylcyclopentane,84.16,Article,"[Levy, 2002 #277]",,Table 4,1.6,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O1CCNCC1,morpholine,87.12,Article,"[Levy, 2002 #277]",,Table 4,-7.17,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(N(C)C)C,"N,N-dimethylacetamide",87.12,Article,"[Levy, 2002 #277]",,Table 4,-8.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c12c(cccc1)cccc2,naphthalene,128.17,Article,"[Levy, 2002 #277]",,Table 4,-2.39,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=[N+]([O-])c1ccccc1,nitrobenzene,123.11,Article,"[Levy, 2002 #277]",,Table 4,-4.12,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(=O)(=O)CC,nitroethane,75.07,Article,"[Levy, 2002 #277]",,Table 4,-3.71,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(NC)C,N-methylacetamide,73.1,Article,"[Levy, 2002 #277]",,Table 4,-10.08,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=CNC,N-methylformamide,59.07,Article,"[Levy, 2002 #277]",,Table 4,-10,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCCCCCCC,octane,114.23,Article,"[Levy, 2002 #277]",,Table 4,2.89,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=CCCCC,pentanal,86.13,Article,"[Levy, 2002 #277]",,Table 4,-3.03,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCCCC,pentane,72.15,Article,"[Levy, 2002 #277]",,Table 4,2.33,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
NCCCCC,pentylamine,87.17,Article,"[Levy, 2002 #277]",,Table 4,-4.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c12c3c(ccc1cccc2)cccc3,phenanthrene,178.23,Article,"[Levy, 2002 #277]",,Table 4,-3.95,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Oc1ccccc1,phenol,94.11,Article,"[Levy, 2002 #277]",,Table 4,-6.62,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N1CCCCC1,piperidine,85.15,Article,"[Levy, 2002 #277]",,Table 4,-5.11,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=CCC,propanal,58.08,Article,"[Levy, 2002 #277]",,Table 4,-3.44,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(N)CC,propanamide,73.1,Article,"[Levy, 2002 #277]",,Table 4,-9.41,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCC,propane,44.1,Article,"[Levy, 2002 #277]",,Table 4,1.96,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,1.93
N#CCC,propanenitrile,55.08,Article,"[Levy, 2002 #277]",,Table 4,-3.85,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,1.93
OC(=O)CC,propanoic acid,74.08,Article,"[Levy, 2002 #277]",,Table 4,-6.48,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=CC,Propene,42.08,Article,"[Levy, 2002 #277]",,Table 4,1.27,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)C)CCC,propyl acetate,102.13,Article,"[Levy, 2002 #277]",,Table 4,-2.86,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CCC)CCC,Propyl butanoate,130.19,Article,"[Levy, 2002 #277]",,Table 4,-2.28,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(C(=O)CC)CCC,propyl propanoate,116.16,Article,"[Levy, 2002 #277]",,Table 4,-2.45,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
NCCC,propylamine,59.11,Article,"[Levy, 2002 #277]",,Table 4,-4.39,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C#CC,propyne,40.06,Article,"[Levy, 2002 #277]",,Table 4,-0.31,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c12c3c4ccc1cccc2ccc3ccc4,pyrene,202.26,Article,"[Levy, 2002 #277]",,Table 4,-4.46,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
n1ccccc1,pyridine,79.1,Article,"[Levy, 2002 #277]",,Table 4,-4.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N1CCCC1,pyrrolidine,71.12,Article,"[Levy, 2002 #277]",,Table 4,-5.48,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O1CCCC1,tetrahydrofuran,72.11,Article,"[Levy, 2002 #277]",,Table 4,-3.47,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O1CCCCC1,tetrahydropyran,86.13,Article,"[Levy, 2002 #277]",,Table 4,-3.12,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1C,toluene,92.14,Article,"[Levy, 2002 #277]",,Table 4,-0.89,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(CC)(CC)CC,triethylamine,101.19,Article,"[Levy, 2002 #277]",,Table 4,1.93,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(C)(C)C,trimethylamine,59.11,Article,"[Levy, 2002 #277]",,Table 4,1.93,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
FC(F)(F)C(O)C,"1,1,1-trifluoro-2-propanol",114.07,Article,"[mobley, 2007 #322]",,"Supplement, Table 1",-4.2,1.93,kCal/mol,DGS,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = M(aq) >> M(gas) at 300K / 27dC",,,,
C=CC=C,"1,3-butadiene",54.09,Article,"[mobley, 2007 #322]",,"Supplement, Table 1",0.6,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C1C=CC(=O)C=C1,"1,4-benzoquinone",108.1,Article,"[mobley, 2007 #322]",,"Supplement, Table 1",-6.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Cc1ccc(cc1)C,"1,4-dimethylbenzene",106.17,Article,"[mobley, 2007 #322]",,"Supplement, Table 1",-0.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
BrCCCCC,1-bromopentane,151.05,Article,"[mobley, 2007 #322]",,"Supplement, Table 1",-0.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
ClCCCCC,1-chloropentane,106.6,Article,"[mobley, 2007 #322]",,"Supplement, Table 1",-0.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C=CCCC,1-pentene,70.14,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",1.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
SCCC,1-Propanethiol,76.16,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-1.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCCC,1-propanol,60.1,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-4.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Oc1ccccc1C,2-methylphenol,108.14,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-5.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CC(C)C,2-methylpropane,58.12,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",2.3,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(CCC)C,2-pentanone,86.13,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-3.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
[nH]1cc(c2c1cccc2)C,3-methylindole,131.18,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-5.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Cc1nc[nH]c1,4-methyl-1H-imidazole,82.11,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-10.3,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Oc1ccc(cc1)C,4-methylphenol,108.14,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-6.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(N)C,acetamide,59.07,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-9.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Nc1ccccc1,aniline,93.13,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-5.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(N)c1ccccc1,benzamide,121.14,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-11,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1,benzene,78.11,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-0.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N#Cc1ccccc1,benzonitrile,103.12,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-4.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1-c1ccccc1,biphenyl,154.21,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-2.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCCC,butane,58.12,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",2.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1CCCC1,cyclopentane,70.14,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",1.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O(CC)CC,diethyl ether,74.12,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-1.6,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N(CC)CC,diethylamine,73.14,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-4.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OCC,ethanol,46.07,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1CC,ethylbenzene,106.17,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-0.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Fc1ccccc1,fluorobenzene,96.1,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-0.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C1Cc2c(C1)cccc2,indane,118.18,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-1.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
C,methane,16.04,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
SC,methanethiol,48.11,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-1.2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
OC,methanol,32.04,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-5.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c12c(cccc1)cccc2,naphthalene,128.17,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-2.4,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=[N+]([O-])c1ccccc1,nitrobenzene,123.11,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-4.1,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCCCC,pentane,72.15,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",2.3,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
Oc1ccccc1,phenol,94.11,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-6.6,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O=C(N)CC,propanamide,73.1,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-9.4,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CCC,propane,44.1,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",2,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
n1ccccc1,pyridine,79.1,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-4.7,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
[nH]1cccc1,pyrrole,67.09,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-4.8,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
CSCC,thiomethoxyethane,76.16,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-1.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
s1cccc1,thiophene,84.14,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-1.4,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1C,toluene,92.14,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-0.9,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
P(OCC)(OCC)(OCC)=O,triethyl phosphate,182.16,Article,"[Mobley, 2007 #322]",,"Supplement, Table 1",-7.5,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
N,Ammonia,17.03,Article,"[Morgantini, 1995 #697]",,Table 5,-4.31,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
NC,methylamine,31.06,Article,"[Morgantini, 1995 #697]",,Table 5,-4.57,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
O,water,18.01,Article,"[Morgantini, 1995 #697]",,Table 5,-6.32,1.93,kCal/mol,DGS,25,,cited,,,,,,,,,,
c1ccccc1C(C)C,(1-methylethyl)benzene,120.2,,"[No, 1999 #693]",,Table 3,-0.3,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
Cc1c(c(ccc1)C)C,"1,2,3-trimethylbenzene",120.2,,"[No, 1999 #693]",,Table 3,-1.22,1.93,kcal/mol,DGS,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = M(aq) >> M(gas) at 300K / 27dC",,,,
c1c(C)c(ccc1C)C,"1,2,4-trimethylbenzene",120.2,,"[No, 1999 #693]",,Table 3,-0.86,1.93,kcal/mol,DGS,25,,cited,,,,,,,,,,
c1cccc(C)c1C,"1,2-dimethylbenzene",106.17,,"[No, 1999 #693]",,Table 3,-0.9,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (SM5.4/AM1),,,,
c1c(cc(cc1C)C)C,"1,3,5-trimethylbenzene",120.2,,"[No, 1999 #693]",,Table 3,-0.9,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (SM5.4/PM3),,,,
c1c(cccc1C)C,"1,3-dimethylbenzene",106.17,,"[No, 1999 #693]",,Table 3,-0.84,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an estimated value (PSGVB),,,,1.93
c1c(c2c(cc1C)cccc2)C,"1,3-dimethylnaphthalene",156.23,,"[No, 1999 #693]",,Table 3,-2.48,1.93,kcal/mol,DGS,25,,cited,,,,,,citing an experimental measurement,,,,
